Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2025-03-19,6.980000019073486,7.019999980926514,6.960000038146973,6.980000019073486,262194274,0.0,0.0,6.980000019073486
2025-03-20,6.96999979019165,7.010000228881836,6.900000095367432,6.900000095367432,222879829,0.0,0.0,6.900000095367432
2025-03-21,6.889999866485596,6.940000057220459,6.860000133514404,6.869999885559082,391188121,0.0,0.0,6.869999885559082
2025-03-24,6.909999847412109,7.0,6.860000133514404,6.980000019073486,212980780,0.0,0.0,6.980000019073486
2025-03-25,6.940000057220459,6.989999771118164,6.869999885559082,6.869999885559082,216503044,0.0,0.0,6.869999885559082
2025-03-26,6.929999828338623,6.929999828338623,6.769999980926514,6.820000171661377,257475563,0.0,0.0,6.820000171661377
2025-03-27,6.769999980926514,6.889999866485596,6.730000019073486,6.75,293721894,0.0,0.0,6.75
2025-03-28,6.800000190734863,6.800000190734863,6.670000076293945,6.699999809265137,257263248,0.0,0.0,6.699999809265137
2025-03-31,6.699999809265137,7.0,6.670000076293945,6.880000114440918,654865451,0.0,0.0,6.880000114440918
2025-04-01,6.849999904632568,6.929999828338623,6.789999961853027,6.909999847412109,300802309,0.0,0.0,6.909999847412109
2025-04-02,6.920000076293945,6.940000057220459,6.829999923706055,6.929999828338623,270395725,0.0,0.0,6.929999828338623
2025-04-03,6.809999942779541,6.949999809265137,6.78000020980835,6.909999847412109,388565233,0.0,0.0,6.909999847412109
2025-04-07,6.610000133514404,6.679999828338623,6.25,6.28000020980835,1148539190,0.0,0.0,6.28000020980835
2025-04-08,6.28000020980835,6.420000076293945,6.170000076293945,6.21999979019165,883706062,0.0,0.0,6.21999979019165
2025-04-09,6.139999866485596,6.190000057220459,6.03000020980835,6.130000114440918,915956898,0.0,0.0,6.130000114440918
2025-04-10,6.159999847412109,6.309999942779541,6.019999980926514,6.210000038146973,677858016,0.0,0.0,6.210000038146973
2025-04-11,6.210000038146973,6.53000020980835,6.159999847412109,6.46999979019165,631351795,0.0,0.0,6.46999979019165
2025-04-14,6.559999942779541,6.610000133514404,6.480000019073486,6.599999904632568,352428282,0.0,0.0,6.599999904632568
2025-04-15,6.599999904632568,6.650000095367432,6.559999942779541,6.630000114440918,232004925,0.0,0.0,6.630000114440918
2025-04-16,6.639999866485596,6.679999828338623,6.519999980926514,6.550000190734863,321094076,0.0,0.0,6.550000190734863
2025-04-17,6.570000171661377,6.670000076293945,6.550000190734863,6.670000076293945,286138710,0.0,0.0,6.670000076293945
2025-04-22,6.670000076293945,6.75,6.650000095367432,6.739999771118164,380936345,0.0,0.0,6.739999771118164
2025-04-23,6.820000171661377,6.849999904632568,6.71999979019165,6.809999942779541,290182087,0.0,0.0,6.809999942779541
2025-04-24,6.75,6.849999904632568,6.75,6.840000152587891,242630582,0.0,0.0,6.840000152587891
2025-04-25,6.889999866485596,6.889999866485596,6.809999942779541,6.820000171661377,274759218,0.0,0.0,6.820000171661377
2025-04-28,6.860000133514404,6.909999847412109,6.809999942779541,6.869999885559082,299967961,0.0,0.0,6.869999885559082
2025-04-29,6.909999847412109,6.929999828338623,6.78000020980835,6.789999961853027,468569944,0.0,0.0,6.789999961853027
2025-04-30,6.519999980926514,6.539999961853027,6.260000228881836,6.380000114440918,740738845,0.0,0.0,6.380000114440918
2025-05-02,6.380000114440918,6.409999847412109,6.309999942779541,6.380000114440918,212185635,0.0,0.0,6.380000114440918
2025-05-06,6.329999923706055,6.46999979019165,6.329999923706055,6.420000076293945,346399356,0.0,0.0,6.420000076293945
2025-05-07,6.579999923706055,6.650000095367432,6.480000019073486,6.550000190734863,434355748,0.0,0.0,6.550000190734863
2025-05-08,6.53000020980835,6.639999866485596,6.53000020980835,6.610000133514404,365743201,0.0,0.0,6.610000133514404
2025-05-09,6.619999885559082,6.659999847412109,6.590000152587891,6.650000095367432,273003709,0.0,0.0,6.650000095367432
2025-05-12,6.75,6.789999961853027,6.650000095367432,6.75,553753109,0.0,0.0,6.75
2025-05-13,6.71999979019165,6.78000020980835,6.699999809265137,6.760000228881836,346640020,0.0,0.0,6.760000228881836
2025-05-14,6.800000190734863,6.929999828338623,6.78000020980835,6.900000095367432,578744270,0.0,0.0,6.900000095367432
2025-05-15,6.900000095367432,6.980000019073486,6.880000114440918,6.929999828338623,388661630,0.0,0.0,6.929999828338623
2025-05-16,6.909999847412109,6.929999828338623,6.869999885559082,6.920000076293945,365779463,0.0,0.0,6.920000076293945
