Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2025-03-19,77.8499984741211,78.5999984741211,77.55000305175781,78.1500015258789,4231243,0.0,0.0,78.1500015258789
2025-03-20,78.30000305175781,78.5,76.0999984741211,76.0999984741211,7215165,0.0,0.0,76.0999984741211
2025-03-21,76.5,77.05000305175781,74.8499984741211,75.5999984741211,5924499,0.0,0.0,75.5999984741211
2025-03-24,75.5,75.5,73.5,74.19999694824219,6294686,0.0,0.0,74.19999694824219
2025-03-25,74.05000305175781,74.9000015258789,73.3499984741211,74.3499984741211,3134542,0.0,0.0,74.3499984741211
2025-03-26,74.69999694824219,75.0999984741211,74.1500015258789,75.0999984741211,2632541,0.0,0.0,75.0999984741211
2025-03-27,75.0999984741211,75.55000305175781,74.5,74.55000305175781,3117630,0.0,0.0,74.55000305175781
2025-03-28,75.3499984741211,75.3499984741211,73.69999694824219,74.6500015258789,2651807,0.0,0.0,74.6500015258789
2025-03-31,74.6500015258789,74.6500015258789,73.19999694824219,73.9000015258789,4398956,0.0,0.0,73.9000015258789
2025-04-01,74.25,75.1500015258789,74.19999694824219,74.8499984741211,2915019,0.0,0.0,74.8499984741211
2025-04-02,74.5,74.80000305175781,73.0999984741211,74.25,2853530,0.0,0.0,74.25
2025-04-03,73.44999694824219,74.30000305175781,73.0999984741211,73.6500015258789,2328198,0.0,0.0,73.6500015258789
2025-04-07,73.0,73.30000305175781,69.0,69.05000305175781,8250003,0.0,0.0,69.05000305175781
2025-04-08,68.4000015258789,70.4000015258789,66.5,67.3499984741211,7660321,0.0,0.0,67.3499984741211
2025-04-09,66.0,66.8499984741211,65.19999694824219,66.1500015258789,6599176,0.0,0.0,66.1500015258789
2025-04-10,66.1500015258789,68.5999984741211,66.0999984741211,67.94999694824219,4579382,0.0,0.0,67.94999694824219
2025-04-11,67.19999694824219,68.19999694824219,66.3499984741211,67.8499984741211,4044317,0.0,0.0,67.8499984741211
2025-04-14,68.4000015258789,69.0,67.94999694824219,68.69999694824219,3481095,0.0,0.0,68.69999694824219
2025-04-15,69.30000305175781,69.5999984741211,68.55000305175781,69.4000015258789,2178403,0.0,0.0,69.4000015258789
2025-04-16,69.4000015258789,70.6500015258789,69.4000015258789,70.44999694824219,3555069,0.0,0.0,70.44999694824219
2025-04-17,70.44999694824219,71.5,70.30000305175781,70.9000015258789,1914567,0.0,0.0,70.9000015258789
2025-04-22,70.9000015258789,71.9000015258789,70.4000015258789,71.55000305175781,2227260,0.0,0.0,71.55000305175781
2025-04-23,72.8499984741211,73.0,72.3499984741211,72.5999984741211,3772939,0.0,0.0,72.5999984741211
2025-04-24,71.75,72.8499984741211,71.75,72.19999694824219,1854778,0.0,0.0,72.19999694824219
2025-04-25,72.8499984741211,73.25,72.1500015258789,72.3499984741211,2901338,0.0,0.0,72.3499984741211
2025-04-28,72.4000015258789,72.94999694824219,72.19999694824219,72.6500015258789,3165080,0.0,0.0,72.6500015258789
2025-04-29,72.6500015258789,73.69999694824219,71.4000015258789,72.44999694824219,2633180,0.0,0.0,72.44999694824219
2025-04-30,72.55000305175781,73.8499984741211,72.25,73.6500015258789,5306300,0.0,0.0,73.6500015258789
2025-05-02,73.5,74.19999694824219,72.5999984741211,74.05000305175781,3502985,0.0,0.0,74.05000305175781
2025-05-06,74.5,75.75,74.0999984741211,75.25,4235922,0.0,0.0,75.25
2025-05-07,76.5,77.19999694824219,75.69999694824219,76.5,5960008,0.0,0.0,76.5
